V280,V38,0.110253419
V21,V316,0.110246874
V304,V149,0.110243438
V71,V102,0.110230599
D14,V198,0.110228351
C9,V73,0.110226431
V17,C9,0.110217593
V33,D13,0.110214117
V142,V304,0.110207981
V185,V38,0.110202444
V37,V67,0.110201924
V16,V130,0.110196422
V16,D13,0.110179933
V270,D5,0.110168965
V72,V106,0.11015298
V81,D7,0.110141629
V338,V66,0.110134313
V42,V281,0.110125203
V33,V310,0.110099519
V64,V169,0.110092106
C7,V81,0.110076364
C9,V22,0.110073567
D2,V63,0.110056405
V163,V274,0.110043808
C12,V79,0.110027135
V223,V46,0.110013268
TransactionID,V237,0.110010052
V237,Unnamed: 0,0.110010052
V168,V266,0.109995707
V119,V112,0.109993915
V263,TransactionAmt,0.109954837
V98,V280,0.109946039
V165,V334,0.109945592
card5,V231,0.109930075
V288,V36,0.109925184
V245,V73,0.109924144
C4,V79,0.109914543
V47,V57,0.109903932
V63,V133,0.109894855
D2,V62,0.10986923
V271,V46,0.109858894
V82,V256,0.109851203
V318,V292,0.109839771
V182,V258,0.109827992
V163,D5,0.109816588
V227,V46,0.109808846
V302,C4,0.109808554
V309,V283,0.109808217
C4,V163,0.109804848
V202,V156,0.109804659
V142,V206,0.109794794
card1,V327,0.109774052
V60,D2,0.109766069
D8,V207,0.109757944
V304,C5,0.109752747
V67,V63,0.109746429
V109,V170,0.10973993
V163,C6,0.109738111
V43,V281,0.109727076
V83,V32,0.109725063
V298,V19,0.10972095
D8,V43,0.109705912
V245,V15,0.109703893
C12,V71,0.10969963
C8,V17,0.109696946
V181,V276,0.109692923
V112,V118,0.109680526
V310,V92,0.109664606
V235,V288,0.109660377
V83,V63,0.109659964
V277,V51,0.10965063
V10,V131,0.109640216
V222,D8,0.109633185
V184,V266,0.109631893
D8,V283,0.109617511
V75,V11,0.109617022
V61,V334,0.109611721
V19,V296,0.109607095
V46,V303,0.109584382
C9,V18,0.109581863
V146,D2,0.109576055
V337,V268,0.109572246
C9,V72,0.109566965
V139,V56,0.109558962
V256,V139,0.109539851
V183,V153,0.109537419
V38,V292,0.109537088
V18,V308,0.109533716
V83,V183,0.109532296
V71,V128,0.109524169
V148,V182,0.109512467
V178,V230,0.109503642
Unnamed: 0,V203,0.109499848
V73,V310,0.109483292
V40,V246,0.109475868
V86,V108,0.109473855
V180,V258,0.109448787
V293,V63,0.109446837
V67,V303,0.109442546
V35,D15,0.109429988
V25,V24,0.109424603
V232,V78,0.109420394
V264,V162,0.109414784
D2,V287,0.109414629
V158,V18,0.109405651
V134,V59,0.109402578
V208,V237,0.10940215
V47,V58,0.109399298
TransactionDT,D6,0.109396868
V208,V332,0.10939682
V63,C7,0.109395467
V176,V218,0.109393188
V289,V206,0.109391423
V318,V59,0.109375637
V84,V149,0.109368289
V58,V281,0.109358167
V10,V73,0.109340433
V296,V59,0.10931879
V164,V266,0.109308615
V102,V18,0.109308078
C10,V79,0.109304941
V187,TransactionAmt,0.109285974
D15,V19,0.109282825
V199,V236,0.109280028
V26,addr2,0.109279066
V135,V97,0.109266474
V10,V53,0.109265047
V39,V23,0.109257901
V329,V267,0.109250661
V335,V277,0.10922282
V10,V35,0.109217852
V309,V165,0.109214976
C2,V60,0.109205975
C4,V31,0.109202661
V183,V249,0.109201869
V44,V108,0.109198776
V78,V82,0.109198226
V39,V111,0.109197157
V82,V87,0.109196161
C8,V21,0.109189041
V162,C8,0.109163674
V205,V62,0.109163534
V222,V186,0.109146632
V102,V32,0.109139005
V92,V334,0.109134164
V39,V100,0.109131273
V279,V71,0.10912606
V91,isFraud,0.109123168
V309,V231,0.10911984
V58,V208,0.109111958
C12,V81,0.109101825
V164,V82,0.109089571
V331,V158,0.10906275
V63,C12,0.109062125
V104,V63,0.109061382
V77,V53,0.109061154
V281,V40,0.109059292
V133,V17,0.10905629
V25,V54,0.109046786
V32,V279,0.109040782
D15,V11,0.109032374
V171,V34,0.109031947
C4,V18,0.109024951
V94,V252,0.109007091
V217,V170,0.109006221
V47,V176,0.108999016
V208,V99,0.108998215
V47,V16,0.108985495
V79,D14,0.108973735
V139,D7,0.108970511
V59,V294,0.108968678
V325,V143,0.108948915
V21,V338,0.108934737
V135,V180,0.108930793
V98,V96,0.108925679
V47,V102,0.108896089
V37,V76,0.108879398
V138,V155,0.10887035
V179,V230,0.10886304
V38,V210,0.108859874
C9,V57,0.108859603
V193,V22,0.108849441
V83,V169,0.108849409
V262,V170,0.108848367
V279,V17,0.108846589
V84,V155,0.10884369
V83,V258,0.10883621
V82,V231,0.108834043
C9,V39,0.108826964
V267,V299,0.108826607
V87,V248,0.108820217
V198,V161,0.108814599
V315,V76,0.108809351
V298,V208,0.108792126
V187,V168,0.108789449
V77,V286,0.108788784
V124,V303,0.108775666
V17,V192,0.108757816
isFraud,V142,0.108756303
V53,V289,0.10875557
V71,V308,0.108751565
V261,V172,0.108741934
V32,V139,0.10873862
V193,V158,0.108736153
V285,V42,0.108735442
V19,V299,0.108726918
V207,V312,0.108716725
V278,V51,0.108714643
D14,V321,0.10871165
V324,V135,0.108701134
V161,D5,0.108688016
V18,V336,0.1086855
D6,V237,0.108682239
D15,V83,0.108675742
V190,V245,0.108664556
V22,V293,0.108638031
V148,V284,0.108637204
V31,V307,0.108631599
V311,V220,0.108608905
V260,V81,0.108607168
V328,V144,0.108574535
V72,V176,0.10856962
V130,V149,0.108562688
V64,C4,0.10855234
V172,V326,0.108545323
V39,V67,0.10854409
V78,V184,0.108542909
card3,V251,0.108528859
C9,V15,0.108524448
V215,V51,0.108500148
V98,V128,0.108492811
V187,V250,0.108476503
V16,V245,0.108474143
D1,V152,0.108452132
V288,V13,0.108437062
V288,V230,0.108432032
V239,V283,0.108428734
V310,V149,0.108425201
V222,V57,0.10842425
V336,V162,0.108419403
V63,V96,0.108418299
C14,V162,0.108416765
V94,V100,0.108416081
V149,V136,0.108403786
V310,V277,0.108397089
V184,V226,0.108385823
V245,V201,0.10838138
D8,V92,0.108371017
V325,V251,0.108368378
V317,V63,0.10833495
V216,V273,0.108320778
V89,V126,0.10832063
V204,V157,0.108319233
V293,V31,0.108316383
V162,C1,0.108315566
V31,V133,0.108303097
V83,V59,0.108295219
V267,V106,0.108284943
V231,V135,0.108269383
V182,V206,0.108257418
V139,V26,0.108247007
V330,V66,0.10824128
V31,V172,0.108236852
V181,V197,0.108225685
V94,V271,0.108215559
V326,V268,0.108214973
V16,C9,0.108206154
C8,V79,0.108192643
V309,D7,0.10816217
V221,V19,0.108152885
V129,V202,0.108138279
D3,V315,0.108136349
V175,V163,0.108122358
card3,D12,0.108119341
V69,V83,0.108116185
V72,V334,0.108110121
V292,V10,0.108087105
V208,V202,0.108084931
V31,V104,0.10808191
V94,V47,0.108074282
V260,V174,0.108070718
V161,C10,0.108064562
V139,V108,0.108058408
V78,V233,0.108028339
V207,V167,0.108025445
V331,V123,0.108009877
V124,V251,0.108003487
V135,V331,0.107998728
V157,V31,0.10798605
V331,V50,0.107984216
V238,V169,0.107979129
V202,V157,0.107977693
V271,D7,0.107967623
V11,V100,0.107960575
V189,V23,0.107958716
V250,V130,0.107946312
D15,V146,0.107944989
V38,V75,0.107944915
D3,V229,0.107918905
V28,V335,0.107910761
V63,C9,0.107907037
V123,V119,0.107904879
V149,V163,0.107871316
V155,V270,0.107840963
isFraud,V69,0.107832512
V67,V88,0.107815011
V130,V289,0.107784525
V326,V140,0.107780474
V59,V128,0.107779984
V171,V271,0.107767047
V264,V172,0.107757156
V183,card1,0.107753029
V22,V95,0.107728211
D2,V17,0.107714735
V36,V285,0.107706007
V283,V238,0.107699635
V190,V47,0.107695944
V299,V60,0.107685358
V85,C4,0.10765905
C2,V84,0.10765654
V208,V56,0.107644776
V64,V171,0.107633361
V168,V82,0.107622613
V142,V201,0.107622365
V274,V309,0.107608551
V235,V214,0.107596328
V64,C8,0.107582797
V284,V176,0.107580081
V164,V278,0.107573691
V65,V337,0.107548704
V296,V208,0.107529452
V208,V19,0.107527371
V64,V61,0.107520042
V71,V133,0.1075185
V57,C2,0.107517843
V19,V147,0.107494281
V255,V228,0.107491378
V125,isFraud,0.107489076
V327,V80,0.107487904
V84,V156,0.107486001
V19,card3,0.107485868
V59,V308,0.107472636
V229,V174,0.107468818
D14,V264,0.107452389
V59,D2,0.107449585
V255,V257,0.10744539
V162,C2,0.107444543
V17,V83,0.107438972
V97,card5,0.107438377
V83,V86,0.107436708
V163,V198,0.107435059
V18,D2,0.107433002
V270,D7,0.107425707
D2,V31,0.107413565
V299,V319,0.107413539
V147,D15,0.107413225
V17,V111,0.107412798
V44,V332,0.107412458
V181,D2,0.107412417
V21,D2,0.107412301
V83,V209,0.107392317
V95,V10,0.107387756
V155,V272,0.10738732
V18,V133,0.107369022
V176,D2,0.107368993
C2,V94,0.107368694
V177,V230,0.10736544
V278,V79,0.107359203
V93,C10,0.107357793
V8,dist1,0.107352399
V25,V46,0.107322283
V15,V47,0.107321312
V234,V173,0.107302302
V216,V191,0.107290646
V130,V79,0.107272813
V22,V126,0.107258761
V266,V34,0.107253229
V144,V66,0.10725243
V327,V141,0.107248211
D5,D10,0.107244598
V307,V32,0.107239553
addr2,V36,0.107234524
V158,V167,0.107231486
V18,V279,0.107228536
V50,C2,0.107222573
D13,V83,0.107210835
V205,V213,0.107194175
V306,V89,0.107192367
D5,V202,0.107192023
V58,V100,0.107178824
V50,V47,0.107178685
V254,V238,0.10716943
V94,V196,0.10715975
V135,V332,0.107155208
card5,V280,0.10715376
V163,D6,0.107145029
V295,V11,0.107139437
V217,V266,0.107136282
V154,V141,0.107127846
V32,D2,0.107124334
V94,V235,0.107114715
D11,V4,0.107097064
V17,V96,0.10709276
V310,V157,0.107088079
V31,V166,0.107085278
V293,V10,0.107083692
V33,V130,0.107083443
V82,V304,0.107077577
V162,C11,0.107056694
V74,C9,0.107051363
V95,V63,0.107050916
V64,V299,0.107050714
V208,V282,0.107044656
V33,V172,0.107041098
V298,card5,0.10703718
V156,V304,0.107028008
V32,V293,0.107021635
V105,V208,0.107020921
V213,V82,0.107019785
V23,V47,0.107009256
V295,card5,0.107000421
V22,V101,0.106998348
V274,V288,0.106983376
V72,V294,0.106953717
V32,V133,0.106943541
V71,V293,0.106942535
V171,V156,0.106927721
V171,V115,0.10690889
V284,V265,0.106905996
V287,V142,0.106898866
V93,C4,0.10689705
V81,V19,0.106892332
D7,V244,0.106877602
V103,V72,0.106869558
V86,V167,0.106854505
V17,V293,0.106840916
V22,V127,0.10683504
V158,V211,0.106834294
V140,V109,0.106817643
V149,V222,0.106809809
V103,card5,0.106793082
V20,V146,0.106783281
isFraud,V30,0.106779712
V267,V330,0.106778615
V277,V143,0.106766868
V108,V87,0.106746735
V186,V184,0.10674079
V64,C7,0.106728671
dist2,V215,0.106719341
V285,V15,0.106705882
V312,V205,0.106703181
V144,V297,0.106697195
V32,V104,0.106690413
V210,V250,0.106689233
V72,V228,0.106675325
TransactionAmt,V207,0.106671699
V233,V82,0.106671223
V232,V86,0.106664763
V61,V245,0.106647947
V183,D2,0.106636964
V59,V102,0.106627171
V243,D7,0.10660271
V217,V82,0.106580549
V156,V193,0.106573892
V100,D15,0.106572174
V277,V50,0.106572033
V285,V51,0.10656946
C2,V59,0.106546512
V101,V63,0.106523872
V59,V279,0.106518852
V86,V177,0.106517927
V191,TransactionAmt,0.106502863
V280,V135,0.106499397
V20,V32,0.106497579
V274,V162,0.106489641
V127,V266,0.106489004
V132,V22,0.106472058
D7,V147,0.106469454
V50,V276,0.106469029
V323,V47,0.106441879
V45,V185,0.106436307
V32,V166,0.106433043
V96,V31,0.106403619
V161,C13,0.106403371
V162,C4,0.106399754
V235,D7,0.106393556
V278,V50,0.106386648
V252,V72,0.106386406
V162,C6,0.106379125
V285,V16,0.10634145
V140,V26,0.106338528
V84,V62,0.106329238
V168,V135,0.106316483
card5,D4,0.10630753
V231,V223,0.10630224
V223,V273,0.1062909
C8,V85,0.106257564
V56,V5,0.106257429
V82,V232,0.106246064
V95,V17,0.106239293
V38,V266,0.106198987
V277,D6,0.106188853
V45,V166,0.1061821
V174,V140,0.106176588
C10,V163,0.106157276
V183,D3,0.106145736
V75,V37,0.106140597
V200,V113,0.106136396
V226,V223,0.106130919
V80,V148,0.106128748
V72,V221,0.106118799
V278,V268,0.10611818
V295,V38,0.106106829
V221,V161,0.106103273
V281,V336,0.106098379
V77,V153,0.1060907
V64,C12,0.106075435
V141,V303,0.106067318
V92,V155,0.106065706
V278,D6,0.106065121
V185,V302,0.106063602
V314,V270,0.106057971
V156,V92,0.10604883
V155,V203,0.106032192
V105,V72,0.106030175
V45,V110,0.106020212
V52,V190,0.106013224
V257,V83,0.106010438
V71,V104,0.106004583
V234,V256,0.105995104
V208,V180,0.105994142
D14,V219,0.105991634
V72,V298,0.105976541
V79,V47,0.10595984
V280,V64,0.105936231
V276,V184,0.105934513
V328,V157,0.105925228
V251,V225,0.105906787
V287,V48,0.105891335
V318,V291,0.105882979
card5,V297,0.105878561
V171,V270,0.105875443
V273,card5,0.105874381
V84,V153,0.105872286
V286,V290,0.105861617
V123,V52,0.105861448
V294,V22,0.105847902
V135,V134,0.105834476
V262,V190,0.105824704
V123,V226,0.105822456
V183,V244,0.105809196
V193,V139,0.105800769
V18,V111,0.105787571
Unnamed: 0,D6,0.105781061
D6,TransactionID,0.105781061
V71,V317,0.105776318
C4,V33,0.105767886
V10,V294,0.105765659
C9,V80,0.105764326
V10,V103,0.105762529
V99,D7,0.105762257
V20,V283,0.10575975
V153,dist2,0.105759696
V79,C9,0.105745595
V79,V209,0.105729674
V337,V85,0.105722507
V97,V72,0.105709582
V168,V186,0.105701419
card1,V179,0.105692978
V11,V73,0.10568625
V210,V260,0.105664496
V183,D7,0.105653502
V31,V205,0.105643167
V174,V195,0.105638483
V189,V255,0.105608859
V169,V155,0.105589476
V302,V83,0.105584643
V96,V18,0.105578501
V85,V334,0.105571046
V126,V17,0.105568367
TransactionAmt,V303,0.105556581
D7,V272,0.105553524
V81,V281,0.105548053
V205,V217,0.105539635
V297,V72,0.10553
V306,V63,0.105524168
V130,V58,0.105522786
V271,V15,0.105519592
V139,V206,0.105516712
V183,V242,0.10551639
V17,V101,0.105515935
V96,V71,0.105514009
V60,V47,0.105498808
V55,V47,0.105494687
V259,V195,0.105493575
V62,V31,0.105491107
V151,D13,0.105485519
V47,V92,0.105483961
V324,V68,0.105482346
V158,V212,0.105471459
V193,V18,0.105468741
V189,V94,0.105466179
V301,V56,0.105458059
V69,V292,0.105453978
V147,D2,0.105427508
V59,V104,0.105426269
V313,V54,0.105416103
V165,V40,0.105411673
V327,V139,0.105406531
V251,V130,0.105406239
V172,V15,0.105403337
V22,V317,0.105395323
V72,C2,0.105392991
V229,V227,0.105388821
V196,V216,0.105351439
V79,V220,0.105345733
V91,V61,0.10534063
V84,V83,0.105338303
V214,V104,0.105335195
V140,V72,0.105334056
D7,V302,0.105327485
V337,V87,0.105323274
V306,V22,0.105318767
V238,V339,0.105318365
V12,V10,0.105296438
V95,V31,0.105293934
V316,V63,0.105284668
V148,V92,0.105281482
card5,V128,0.105275696
V229,V94,0.10527166
D2,V98,0.105268007
D6,V137,0.105267861
V229,V196,0.105265714
V250,V310,0.105265286
V149,V92,0.105260405
V40,V100,0.105256975
V293,V18,0.105243527
V268,V20,0.10524122
card1,V168,0.105234213
V50,D8,0.105224269
V271,V16,0.105224064
D7,V297,0.105220164
V31,V158,0.105219238
C9,V59,0.105197211
V280,V60,0.105191827
V26,V33,0.105189909
D3,V76,0.105184071
V32,V96,0.105172371
V295,V64,0.10517087
V79,V285,0.105150185
V134,card5,0.105141944
V285,V197,0.105135548
V71,V47,0.105134693
V175,V311,0.105129743
V308,V208,0.105115178
V302,V47,0.105114346
V100,V286,0.105113263
V90,V20,0.105110518
V223,V51,0.105105673
V316,V22,0.105105199
V62,V32,0.105102063
V208,V78,0.105102014
V42,V96,0.105100044
V214,V183,0.105095535
V18,V83,0.105092087
V157,V130,0.105090703
V46,V212,0.105087852
V10,V96,0.105070921
V192,V22,0.105061759
C7,V31,0.105057789
V169,V156,0.105035724
V285,V57,0.105024407
V312,V36,0.105018509
D3,V206,0.105006936
V216,V231,0.105002309
V85,V147,0.10500197
V314,V320,0.104999252
V80,V149,0.104993836
isFraud,V249,0.104972176
V99,V172,0.104970404
V130,V115,0.104960335
V233,V267,0.104959463
V98,V308,0.104952986
V256,V248,0.104948746
V35,addr2,0.104946276
V187,V251,0.104940926
V24,V47,0.104932403
V234,V85,0.10492724
V203,V208,0.104925641
V108,V199,0.104922536
V129,V140,0.104922111
V255,V326,0.104920707
V16,C10,0.104914512
V85,C7,0.104901375
D5,V259,0.104886916
C9,V40,0.104869413
V185,V315,0.104864419
V260,V72,0.104859208
V60,V295,0.104858526
V219,V78,0.104857728
V260,V186,0.104853764
V163,V221,0.104848828
V210,V184,0.104836558
V321,V131,0.104827555
V207,C8,0.104820127
V128,V269,0.104819796
V95,V71,0.104818408
D2,card5,0.104801174
V17,V132,0.104799269
V286,V138,0.104793025
V46,V149,0.104791499
V207,V131,0.104778923
V72,V47,0.104775402
V104,card5,0.104768852
V113,V40,0.104767647
V132,V63,0.104761517
V31,V101,0.104725505
V337,card1,0.104718476
V31,V306,0.104703071
V155,V80,0.104692142
V185,V214,0.104689791
V127,V63,0.104664248
V95,V18,0.104652578
V50,V275,0.104650546
C13,V163,0.104646065
V135,V103,0.104609841
V83,V29,0.104606251
V60,V106,0.104589214
D7,D14,0.104588109
V31,V316,0.1045722
V168,V208,0.104541479
V270,V282,0.104536616
V221,V52,0.104532245
V126,V63,0.104524556
V189,D6,0.104523364
V158,V104,0.104508362
D8,V324,0.104469042
V46,V266,0.104458837
V154,V92,0.104456692
V328,V276,0.104455436
V269,V184,0.104453677
V10,V310,0.104446938
V225,V271,0.104445419
V31,V20,0.104445419
V21,V307,0.104443757
V263,V309,0.104433668
V85,C9,0.104431516
V333,V68,0.10442012
V190,V114,0.104406282
V156,V310,0.104399502
V140,V56,0.104398182
V140,V125,0.104389137
V127,V17,0.104368933
V328,V283,0.104366825
V156,V130,0.104366034
V71,V101,0.104364091
V258,V275,0.104351022
V134,V72,0.104344685
V267,V104,0.104333533
V106,V64,0.104310363
V57,D13,0.104304766
V82,V51,0.104296073
V205,V98,0.104293449
V328,V65,0.104286711
V208,V221,0.104283212
V83,V164,0.104261966
V51,V96,0.104252723
V59,V66,0.104250169
V236,V191,0.104240873
D4,V147,0.104239046
V148,V209,0.104225338
V39,V228,0.104223698
V118,V108,0.104220271
V71,V268,0.104212749
V82,V50,0.104198717
V148,V98,0.104193178
V71,V281,0.104187909
card5,V318,0.104170626
V71,V334,0.104165666
V135,V323,0.104161026
V58,C9,0.104160628
V94,V67,0.104157193
V250,V172,0.104151461
V72,V318,0.10415
V135,V179,0.104143178
V153,V325,0.104140593
V206,D5,0.10413827
V282,V272,0.104137324
V57,V245,0.104134344
V99,V92,0.104133676
V65,V339,0.104132705
V167,V129,0.104131414
V288,V62,0.10412892
V250,V232,0.104121583
V19,V104,0.104120879
V284,V155,0.10412071
V59,V293,0.104119918
V79,V67,0.10411979
V61,V208,0.104114606
V297,V60,0.104100957
V61,V90,0.104097215
V207,V21,0.104091682
V290,D3,0.104089237
V53,V288,0.104068863
V292,V37,0.104057849
V93,C7,0.104042518
V32,V95,0.104042311
V46,V331,0.104017373
V139,V187,0.104017205
V94,V219,0.104013592
card5,V296,0.104002477
V31,C12,0.103991408
V100,V142,0.103991293
V161,V149,0.103988809
V230,D8,0.103976653
V188,V94,0.10396362
V234,card5,0.103957812
V309,V185,0.103950977
V199,D5,0.10394625
V18,V101,0.103935836
V126,V18,0.103934998
V17,V294,0.103933628
V282,C9,0.103929396
V232,V87,0.103926999
V181,V319,0.103922505
V135,V96,0.10392099
V133,V59,0.103919381
card3,D1,0.103918984
V282,V19,0.103906438
V167,V78,0.103894076
V230,V289,0.103886832
V284,V274,0.103883938
V83,V21,0.103881722
V130,V73,0.103877333
Unnamed: 0,V53,0.103868768
V53,TransactionDT,0.103857891
D8,V284,0.103834217
V139,V129,0.103823761
V66,V33,0.103817325
V198,V271,0.103809429
V46,V333,0.103809135
V192,V168,0.103806868
V285,V33,0.103789753
V199,V273,0.103786071
V302,addr2,0.103775994
V269,V226,0.103766533
V315,V263,0.10375667
V130,V278,0.103736467
V284,V164,0.103735886
V183,V37,0.103726502
V175,V277,0.103710869
V199,V110,0.103708645
V207,V32,0.103707821
V31,V132,0.103704847
V126,V31,0.103702598
V142,D7,0.103694461
V20,V106,0.103667168
V306,V17,0.103665624
V326,V42,0.103663693
V70,isFraud,0.103662957
V44,D7,0.103660814
V116,V44,0.103647751
V67,V92,0.103646061
V9,V291,0.103641845
V52,V273,0.103635367
V275,V289,0.103632231
V61,V106,0.103625866
V149,V203,0.103620052
V3,V317,0.103612082
V273,V289,0.103609164
V93,V310,0.103609133
V162,C10,0.103605232
V44,V112,0.103601168
V274,V321,0.103593721
V80,V156,0.103587539
V147,V20,0.103582664
D7,V146,0.103576323
C12,V85,0.103549416
D6,V268,0.103528272
V167,V266,0.103523919
D2,V77,0.103522234
V198,V174,0.103521537
V272,V78,0.103515882
V335,D6,0.103501833
V261,V45,0.103500661
V35,V78,0.103494877
V93,C8,0.103491736
V101,V32,0.103473273
V47,V32,0.103471077
V148,dist2,0.103453771
V257,card3,0.10343423
V17,V316,0.103431489
V269,V217,0.103418811
V38,V7,0.103418538
V156,V136,0.103411744
V191,V253,0.103409273
V32,V306,0.103402791
V279,V72,0.103401672
V154,V37,0.103399152
V266,V296,0.103381515
V189,V47,0.103374067
V17,V317,0.103372131
V204,V41,0.10335993
V67,V8,0.103353847
V306,V3,0.10333966
V148,V193,0.103338136
V311,V196,0.103336663
V170,V73,0.103330892
V228,V205,0.103330204
V257,D2,0.103316392
V32,V316,0.103282038
V248,V190,0.103237438
V140,V63,0.103237131
V234,card3,0.103232941
V125,V149,0.103210316
V198,V162,0.103195337
C2,V79,0.103195182
V195,V326,0.103190516
V132,V18,0.103188802
V127,V10,0.103188773
V207,V31,0.103180956
V138,V274,0.103179405
V263,V223,0.103174322
V310,V251,0.103149153
V335,V255,0.103148486
V93,V260,0.103148158
V268,V37,0.103119847
V185,V276,0.103104782
V54,TransactionID,0.103104613
V54,Unnamed: 0,0.103104613
C13,V328,0.103102953
V144,V106,0.103081289
V334,V62,0.103066623
V72,V196,0.103061898
V329,V66,0.10304789
V316,V71,0.103047535
C10,V21,0.103026028
V79,V276,0.103025912
D14,V232,0.103006436
V100,D7,0.102992056
V23,V243,0.102985712
V328,V228,0.10298563
V223,V128,0.1029731
V127,V31,0.102968208
TransactionDT,V54,0.102964185
card5,V274,0.102959389
D6,V188,0.102957727
V208,V128,0.102953602
V338,D8,0.102948836
V283,V76,0.102944597
V211,D5,0.102938732
V213,V135,0.102926991
V330,V65,0.102921822
V11,V53,0.10292085
V282,V198,0.1029204
C4,V304,0.102918766
V220,V206,0.102914493
V61,V17,0.102904848
V154,V193,0.102882563
V187,V262,0.102867598
D10,V83,0.102865207
V78,V53,0.102817466
D5,V76,0.102814252
V243,V256,0.102813953
V18,V127,0.102810662
V27,D13,0.102800644
V324,V123,0.10279794
dist2,V154,0.102761364
D15,dist2,0.102759742
V216,V172,0.10275956
V127,V98,0.102752279
V83,D1,0.10275223
V51,V292,0.102744798
V320,V153,0.102727763
V221,V20,0.102665546
V158,V338,0.102663556
V300,V302,0.10265972
V285,V268,0.102657466
V132,V71,0.102656512
V155,V125,0.102644257
V215,V334,0.102643036
V20,V105,0.102635256
V33,V271,0.102635182
V258,V212,0.102601147
V59,V317,0.102584356
V72,V296,0.102577897
V222,V40,0.102577721
V168,D2,0.102577027
V287,V303,0.102571807
V318,V135,0.102568973
V13,V78,0.102549899
D8,V169,0.102543498
V264,V25,0.102543162
V135,V295,0.102527251
V74,V230,0.102521624
V144,V330,0.10252134
V263,V172,0.102519322
V34,V66,0.102514384
V52,V292,0.102512045
V179,D2,0.102503722
V93,C12,0.102478678
V330,V27,0.102475662
D11,V3,0.102464601
card5,V308,0.102462149
V250,V261,0.102455166
V16,V172,0.10245361
C5,V50,0.102429113
V132,V32,0.102426393
V135,V185,0.102418164
V32,V126,0.102414464
V172,V32,0.10240248
C2,V73,0.102396069
V19,V163,0.102387925
V45,V184,0.102376307
V324,V208,0.102372113
D8,TransactionAmt,0.102366933
V145,D14,0.102364384
V33,C13,0.102361622
V238,V266,0.102359835
V294,V18,0.102353375
V227,V244,0.102347548
V112,V120,0.102341343
V17,V335,0.102327196
V3,V315,0.102323798
D14,V235,0.102309836
V212,V208,0.102298142
V201,V210,0.10227911
D7,V209,0.102266465
V50,V329,0.102264881
V297,V267,0.102261553
V123,V80,0.102242596
V171,V173,0.102233361
V323,V68,0.102231652
V61,V18,0.102224658
V216,V125,0.102223151
V313,D3,0.10221572
C2,V81,0.102203799
V135,V95,0.102200678
C4,V203,0.102188174
V49,C14,0.102185071
V154,V325,0.102175755
D5,V35,0.102172016
V222,V81,0.102167497
V10,V51,0.102160145
TransactionDT,D11,0.102139857
card1,V178,0.102136744
V157,V259,0.102134146
V56,V225,0.102132196
V181,V140,0.102128421
V31,V47,0.102125023
V62,V59,0.102118683
D2,V258,0.102114365
V64,V297,0.102113376
V96,V59,0.102102782
V230,D3,0.102077302
V43,D7,0.102073043
V263,V208,0.102062976
V18,V306,0.10206071
V187,V138,0.102057881
V162,C13,0.102057749
V339,V27,0.102033377
V251,V172,0.102033032
V80,V154,0.102032353
V157,V192,0.102029494
V111,V81,0.102023692
V139,V125,0.102016271
V61,V21,0.102015286
V24,V20,0.102014451
V37,V66,0.102010806
V37,D8,0.101974282
V313,V100,0.101963238
V72,V262,0.101951986
V289,V75,0.101950076
V205,V216,0.101940797
V338,C13,0.101935391
V102,V46,0.101925248
V143,V139,0.101923443
V339,C13,0.101920582
V72,V171,0.101911689
V10,V308,0.101910435
V183,V154,0.101908641
D14,V265,0.101907421
V173,V312,0.101906225
V189,V24,0.101898789
V15,C13,0.101897188
D10,V221,0.101896004
card1,V182,0.101892813
V66,V60,0.10188501
V292,V338,0.101871849
V102,card5,0.101871636
V261,V278,0.101866803
V246,V123,0.101865935
dist1,V9,0.101857491
V316,V18,0.10183722
V287,V30,0.101823593
V54,V62,0.101817231
V81,C9,0.101815996
V161,V336,0.101811954
V308,V292,0.101809866
V20,V299,0.101803129
V272,V32,0.101799675
V141,D15,0.101787388
V220,V149,0.101787304
V258,V93,0.101779462
V67,V222,0.101760477
V67,V290,0.101754689
V261,V25,0.101752872
V317,V18,0.101752236
V19,D13,0.101751467
V56,V272,0.101728073
V78,V185,0.101709868
V83,V303,0.101706194
V64,C9,0.101701214
V78,V12,0.101701045
V32,V127,0.101692788
V298,V20,0.101690441
V228,V331,0.101676126
V82,V69,0.101668166
V27,V338,0.101653229
V82,V52,0.101651266
V129,V322,0.101650398
V82,V70,0.101646468
V19,V85,0.101640507
V86,V153,0.101627255
C6,V203,0.10161975
V95,V59,0.101606259
V153,V235,0.101602201
V18,V192,0.10159811
V321,D6,0.101587286
card5,V294,0.101573603
V136,V302,0.101565063
V315,V36,0.101564871
V145,D6,0.101561518
V288,V75,0.10155941
V326,card1,0.101554854
C8,V15,0.101548255
V58,V245,0.101547356
V102,V72,0.101539325
C11,V39,0.101538865
V312,D2,0.1015384
card5,D1,0.101501891
D8,V87,0.10150051
V299,V144,0.101497102
V139,V63,0.10148821
V155,V271,0.101483443
V293,V72,0.10147647
V86,V233,0.101459405
C2,V92,0.101440752
V312,V141,0.101437409
V201,D5,0.101419706
V336,V135,0.101411315
V321,V287,0.101397572
V60,C9,0.101387899
V307,V63,0.101377227
V334,V199,0.101372354
addr2,V304,0.101371255
V168,V199,0.101353959
